起始节点,目标节点,关系
虚拟变量的作用,虚拟变量模型类型,包含
虚拟变量的作用,虚拟变量的设置规则,包含
虚拟变量的作用,避免落入“虚拟变量陷阱”,包含
虚拟解释变量的回归,用虚拟变量表示不同截距的回归——加法方式,包含
用虚拟变量表示不同截距的回归——加法方式,以加法方式引入虚拟解释变量的情形,包含
虚拟解释变量的回归,用虚拟变量表示不同斜率的回归——乘法方式,包含
用虚拟变量表示不同斜率的回归——乘法方式,以乘法形式引入虚拟解释变量的主要作用,包含
虚拟解释变量的回归,因素间的交互影响分析,包含
因素间的交互影响分析,提高模型对现实经济现象的描述精度,包含
因素间的交互影响分析,回归模型的比较——结构变化检验,包含
因素间的交互影响分析,应用条件：在现实经济生活中，属性因素也可能影响模型的斜率系数发生变化,包含
因素间的交互影响分析,优势1：用一个回归替代了多个回归，简化了分析过程,包含
因素间的交互影响分析,优势2：可以方便地对模型结构的差异作各种假设检验,包含
因素间的交互影响分析,优势3：合并了的回归增加了自由度，提高了参数估计的精确性,包含
因素间的交互影响分析,注意合并后模型Ui应服从基本假定，特别是所比较的方程的方差应相同，否则会出现异方差,包含
因素间的交互影响分析,交互效应分析,包含
因素间的交互影响分析,应用条件：在实际经济活动中，两个定性变量对被解释变量的影响可能存在一定的交互作用，即一个解释变量的边际效应有时可能要依赖于另一个解释变量,包含
虚拟变量,*虚拟被解释变量,包含
*虚拟被解释变量,作用是对某一经济现象或活动进行“是”与“否”的判断或决策，这在计量经济学中被称为“二项选择”现象。,包含
*虚拟被解释变量,线性概率模型（LPM）,包含
*虚拟被解释变量,线性概率模型的估计,包含
*虚拟被解释变量,随机扰动项ui的非正态性,包含
*虚拟被解释变量,随机扰动项ui的异方差性,包含
*虚拟被解释变量,不满足的约束,包含
*虚拟被解释变量,非线性概率模型,包含
*虚拟被解释变量,Logit模型,包含
*虚拟被解释变量,Logit模型的基本概念,包含
*虚拟被解释变量,Logit模型的特征,包含
*虚拟被解释变量,Logit模型的估计,包含
本章小结,汽车工业,包含
本章小结,中国私人汽车拥有量及其影响因素,包含
本章小结,虚拟变量设置规则,包含
本章小结,虚拟变量引入方式,包含
虚拟变量的基本概念,逻辑思维能力,考察为
虚拟解释变量的回归,数学推演能力,考察为
虚拟解释变量的回归,数学推演能力,考察为
问题描述,答案描述,解答为
当研究房地产价格影响因素时，哪个因素需要引入虚拟变量,当研究房地产价格影响因素时，所处行政区域需要引入虚拟变量,解答为
哪种属性因素不满足虚拟变量“非此即彼”的要求,拥有手机品牌不满足虚拟变量“非此即彼”的要求,解答为
在简单线性回归模型中，可作为被解释变量出现的变量是,在简单线性回归模型中，可作为被解释变量出现的变量是虚拟变量,解答为
在对虚拟变量赋值时，比较类型被赋值为,在对虚拟变量赋值时，比较类型被赋值为1,解答为
对于一个不含截距项的计量经济模型，若有两个含有 m 个互斥的类型定性因素，为将这两个因素引入模型中，则需要引入虚拟变量个数为,对于一个不含截距项的计量经济模型，若有两个含有 m 个互斥的类型定性因素，为将这两个因素引入模型中，则需要引入虚拟变量个数为2m-1 ,解答为
在包含截距项的模型中，m个属性的分类变量引入m个虚拟变量导致完全多重共线的原因是这m个虚拟变量之和等于,在包含截距项的模型中，m个属性的分类变量引入m个虚拟变量导致完全多重共线的原因是这m个虚拟变量之和等于1,解答为
"在对两个回归结构的检验过程中，设定模型为Yi=a+bD+rX+u，若a1=!0,B1=!0，则这两个回归为","在对两个回归结构的检验过程中，设定模型为Yi=a+bD+rX+u，若a1=!0,B1=!0,则这两个回归为不同回归",解答为
"设消费函数Ui=a+BDi+rX+ui,其中虚拟变量D=1(北方)0(南方)，那么关于参数的解释不正确的是","设消费函数Ui=a+BDi+rX+ui,其中虚拟变量D=1(北方)0(南方)，那么关于参数的解释不正确的是B表示北方的消费函数截距",解答为
若想考察某两个地区的平均消费水平是否存在显著差异，则下列那个模型不适合（Y代表消费支出；X代表可支配收入；D2. D3表示虚拟变量）,Yi=a1+a2D2i+BXi+ui,解答为
设某行业职工收入（Y）主要受职工受教育年数（X）. 性别和地理位置（东部. 西部）的影响. 考虑到性别不同或所处地理位置不同的职工的收入可能存在一定的差异，而且不同性别在收入上的差异可能与其所在的地理位置有关，即两个定性因素之间可能存在交互效应，因此通过引入虚拟变量建立回归模型（   ）比较合适，其中•𝐷1𝑖=1 第i个职工为男性0 第i个职工为女性• 𝐷2𝑖=1 第i个职工位于东部0 第i个职工位于西部,Yi=B0+B1D1i+B2D2i+B3D1iD2i+rXi+ui,解答为
在包含截距项的情况下，以下哪些情况需要引入3个虚拟变量,在包含截距项的情况下，一个四分类的属性变量、三个二分类的属性变量需要引入3个虚拟变量,解答为
虚拟变量的特殊应用有,虚拟变量的特殊应用有调整季节波动、检验模型结构的稳定性、分段回归       ,解答为
对于分段线性回归模型yt=b0+b1x1+b2(xt-x*)D+ut，其中,对于分段线性回归模型yt=b0+b1x1+b2(xt-x*)D+ut，其中虚拟变量D代表数量因素、该模型是系统变参数模型的一种特殊形式,解答为
 以加法形式引入虚拟解释变量的主要作用在于,以加法形式引入虚拟解释变量的主要作用在于比较模型之间的截距差异、方差分析,解答为
（判断分析题）通过虚拟变量将属性因素引入计量经济模型，引入虚拟变量的个数与模型有无截距项无关。,错误。模型有截距项时，如果被考察的定性因素有 m 个相互排斥属性，则模型中引入 m－1 个虚拟变量，否则会陷入“虚拟变量陷阱”；模型无截距项时，若被考察的定性因素有 m 个相互排斥属性，可以引入 m个虚拟变量，这时不会出现多重共线性。,解答为
（判断分析题）线性概率模型可以运用OLS估计直接对其进行估计。,错误。在线性概率模型中，关于ui的正态性假设不再成立且存在异方差性ui=Yi-B1-B2Xi;Yi=0时ui=1-B1-B2Xi;Yi=1时ui=1-B1-B2Xi;这里的 不遵从正态分布，ui而是服从二项分布，Var(ui)=pi(1-pi)不满足0<=E(Yi|Xi)<=1的约束,解答为
（简答题）模型中引入虚拟变量的作用是什么？,可以描述和测量定性因素的影响;能够正确反映经济变量之间的关系，提高模型的精度;便于处理异常数据,解答为
（简答题）什么是虚拟变量陷阱？落入虚拟变量陷阱会导致什么后果？,虚拟变量陷阱是指对于m个类别的分类变量引入有截距项的模型时引入m个虚拟变量。落入虚拟变量陷阱会导致完全多重共线最终使得模型参数不可估。,解答为
当研究共享单车日租用量影响因素时，以下哪个因素需要引入虚拟变量,当研究共享单车日租用量影响因素时，"星期"需要引入虚拟变量,解答为
对于虚拟变量模型Yt=a0+a1D1+bX1+ui如果虚拟变量D的基础类型和比较类型互换，D的参数会变为,对于虚拟变量模型Yt=a0+a1D1+bX1+ui如果虚拟变量D的基础类型和比较类型互换，D的参数会变为-a1,解答为
对于一个含有截距项的计量经济模型，若某定性因素有 m 个互斥的类型， 为将其引入模型中，则需要引入虚拟变量个数为,对于一个含有截距项的计量经济模型，若某定性因素有 m 个互斥的类型， 为将其引入模型中，则需要引入虚拟变量个数为m-1,解答为
设定模型为Yi=a+bD+rX+u，若D=1(北方) D=2(南方)，如果统计检验表明a1统计显著，则北方的消费函数与南方的消费函数是,设定模型为Yi=a+bD+rX+u，若D=1(北方) D=2(南方)，如果统计检验表明a1统计显著，则北方的消费函数与南方的消费函数是相互平行的,解答为
在虚拟变量模型中存在着不同属性斜率不同的情况，是因为,在虚拟变量模型中存在着不同属性斜率不同的情况，是因为虚拟变量和非虚拟变量有交互作用,解答为
"设某计量经济模型为：Ti=A+bDi+ui,其中Yi为大学教授年薪，Di=1(男教授) 0(女教授)，如果统计检验表明参数显著不为零，那么表明","设某计量经济模型为：Ti=A+bDi+ui,其中Yi为大学教授年薪，Di=1(男教授) 0(女教授)，如果统计检验表明参数显著不为零，那么表明男女教授年薪存在显著差异",解答为
对于分段线性回归模型yt=b0+b1x1+b2(xt-x*)D+ut，哪个参数的显著性决定了是否存在分段的情况,对于分段线性回归模型yt=b0+b1x1+b2(xt-x*)D+ut，"B2"的显著性决定了是否存在分段的情况,解答为
个人文化支出的计量经济模型为：Yi=a1+a2d2i+biXi+BDiXi+ui，其中Yi为文化年度支出；Xi为个人年度收入；虚拟变量D2i=1（本科及以上） 0（其他）。 ui满足古典假定。则关于交乘项B2系数的说法正确的是,个人文化支出的计量经济模型为：Yi=a1+a2d2i+biXi+BDiXi+ui，其中Yi为文化年度支出；Xi为个人年度收入；虚拟变量D2i=1（本科及以上） 0（其他）。 ui满足古典假定。则关于交乘项B2系数的说法正确的是" 本科及以上群体相比于本科以下群体边际文化支出差额",解答为
考虑大学教授薪金影响因素，其中Yi大学教授年薪，Xi是教龄，D2i如果海归博士拥有明显更丰厚的薪资，那么以下更合适的模型是（   ）,考虑大学教授薪金影响因素，其中Yi大学教授年薪，Xi是教龄，D2i如果海归博士拥有明显更丰厚的薪资，那么以下更合适的模型是"Yi=B0+B1D1i+B2D2i+B3（D1iD2i)+rXi+ui",解答为
"求Q与收入I和价格P是线性关系：Qt=a0+a1It-a2Pt+ut,，如果在p>=p0和p<=p0时,对Q的影响有显著差异，则如何修正以上模型","求Q与收入I和价格P是线性关系：Qt=a0+a1It-a2Pt+ut,，如果在p>=p0和p<=p0时,对Q的影响有显著差异，则如何修正以上模型Qt=a0+a1It-a2Pt+a3(Pt-P0)Dt+ut Dt=1(P>=P0) 0(P<P0)",解答为
如果属性变量“非此即彼”，以下说法正确的有,如果属性变量“非此即彼”，以下说法正确的有:"必须属于某一个类别""不能同时属于多个类别",解答为
在利用月度数据构建计量经济模型时，如果一年里的 1.  3. 5. 9 四个月表现出季节模式，则应该引入虚拟变量个数为,在利用月度数据构建计量经济模型时，如果一年里的 1.  3. 5. 9 四个月表现出季节模式，则应该引入虚拟变量个数为"包含截距时应该引入4个虚拟变量""不含截距时应该引入5个虚拟变量",解答为
"薪金回归方程：Yi=a1+a2D2i+a3D3i+a4D2iD3i+Bi+ui,其中Yi是小时工资，Xi是读书年数，D2i=1(女性) 0(其他),D3i=1(非白人非西班牙裔) 0(其他)，所有系数显著，下列说法正确的有","薪金回归方程：Yi=a1+a2D2i+a3D3i+a4D2iD3i+Bi+ui,其中Yi是小时工资，Xi是读书年数，D2i=1(女性) 0(其他),D3i=1(非白人非西班牙裔) 0(其他)，所有系数显著，下列说法正确的有:""读书年数相同的情况下，非白人非西班牙裔女性和白人或西班牙裔男性的薪金差异为a2+a3+a4""""读书年数相同的情况下，非白人非西班牙裔女性和非白人非西班牙裔男性的薪金差异为a2+a4""",解答为
" 以2008年为转折点，对1990-2019年中国储蓄和收入关系分别建模，模型如下：Yi=a1+B1Xi+u1i,Yi=a2+B2Xi+u2i,下列说法正确的有","以2008年为转折点，对1990-2019年中国储蓄和收入关系分别建模，模型如下：Yi=a1+B1Xi+u1i,Yi=a2+B2Xi+u2i,下列说法正确的有""a1=a2,B1=B2时称为重合回归""""a1=a2,B1=!B2时称为共点回归""""a1=!a2,B1=!B2时称为不同的回归""""a1=!a2,B1=B2时称为平行回归""",解答为
（判断分析题）虚拟变量陷阱是指由于设置虚拟变量错误而引发估计结果误差的意思。,错误。虚拟变量陷阱将导致参数不可估,解答为
"（判断分析题）用一组数据做研究时建立模型Yi=a1+a2Di+BXi+ui,Y为教授的年薪。D为性别虚拟变量，X为从教年限。原则上D只能取0和1，即对男性取值为1，女性取值为0。因此，若D对男性取值为-1，对女性取值为1，男女平均薪水的差别会发生变化。",.错误。对于给定数据，答案不会随着虚拟变量尺度的变化而改变,解答为
（简答题）虚拟变量引入的方式及每种方式的作用是什么？,加法方式：其作用是改变了模型的截距水平;乘法方式：其作用在于两个模型间的比较、因素间的交互影响分析和提高模型的描述精度;一般方式：即影响模型的截距有影响模型的斜率,解答为
（简答题）根据某种商品销售量和个人收入的季度数据建立如下模型：Yt=b1+b2D1t+b3D2t+b4D3t+b5D4t+b6Xt+ut其中，定义虚拟变量Dit为第i季度时其数值取1，其余为0。这时会发生什么问题，参数是否能够用最小二乘法进行估计？,这时会发生完全的多重共线性问题。因为有四个季度，该模型则引入了四个虚拟变量。显然，对于任一季度而言，D1t+D2t+D3t+D4t=1，则任一变量都是其他变量的线性组合，因此存在完全共线性。当有4个类别需要区分时，我们只需要引入3个虚拟变量就可以了。参数将不能用最小二乘法进行估计,解答为
虚拟变量的基本概念,当研究房地产价格影响因素时，哪个因素需要引入虚拟变量,例题如
虚拟变量的基本概念,哪种属性因素不满足虚拟变量“非此即彼”的要求,例题如
虚拟变量的基本概念,在简单线性回归模型中，可作为被解释变量出现的变量是,例题如
虚拟变量的基本概念,在对虚拟变量赋值时，比较类型被赋值为,例题如
虚拟变量的基本概念,对于一个不含截距项的计量经济模型，若有两个含有 m 个互斥的类型定性因素，为将这两个因素引入模型中，则需要引入虚拟变量个数为,例题如
虚拟变量的基本概念,在包含截距项的模型中，m个属性的分类变量引入m个虚拟变量导致完全多重共线的原因是这m个虚拟变量之和等于,例题如
虚拟解释变量的回归,"在对两个回归结构的检验过程中，设定模型为Yi=a+bD+rX+u，若a1=!0,B1=!0，则这两个回归为",例题如
虚拟解释变量的回归,"设消费函数Ui=a+BDi+rX+ui,其中虚拟变量D=1(北方)0(南方)，那么关于参数的解释不正确的是",例题如
虚拟解释变量的回归,若想考察某两个地区的平均消费水平是否存在显著差异，则下列那个模型不适合（Y代表消费支出；X代表可支配收入；D2. D3表示虚拟变量）,例题如
虚拟解释变量的回归,设某行业职工收入（Y）主要受职工受教育年数（X）. 性别和地理位置（东部. 西部）的影响. 考虑到性别不同或所处地理位置不同的职工的收入可能存在一定的差异，而且不同性别在收入上的差异可能与其所在的地理位置有关，即两个定性因素之间可能存在交互效应，因此通过引入虚拟变量建立回归模型（   ）比较合适，其中•𝐷1𝑖=1 第i个职工为男性0 第i个职工为女性• 𝐷2𝑖=1 第i个职工位于东部0 第i个职工位于西部,例题如
虚拟变量的基本概念,在包含截距项的情况下，以下哪些情况需要引入3个虚拟变量,例题如
虚拟变量的基本概念,虚拟变量的特殊应用有,例题如
虚拟解释变量的回归,对于分段线性回归模型yt=b0+b1x1+b2(xt-x*)D+ut，其中,例题如
虚拟解释变量的回归, 以加法形式引入虚拟解释变量的主要作用在于,例题如
虚拟变量的基本概念,（判断分析题）通过虚拟变量将属性因素引入计量经济模型，引入虚拟变量的个数与模型有无截距项无关。,例题如
虚拟解释变量的回归,（判断分析题）线性概率模型可以运用OLS估计直接对其进行估计。,例题如
虚拟变量的基本概念,（简答题）模型中引入虚拟变量的作用是什么？,例题如
虚拟变量的基本概念,（简答题）什么是虚拟变量陷阱？落入虚拟变量陷阱会导致什么后果？,例题如
虚拟变量的基本概念,当研究共享单车日租用量影响因素时，以下哪个因素需要引入虚拟变量,例题如
虚拟解释变量的回归,对于虚拟变量模型Yt=a0+a1D1+bX1+ui如果虚拟变量D的基础类型和比较类型互换，D的参数会变为,例题如
虚拟变量的基本概念,对于一个含有截距项的计量经济模型，若某定性因素有 m 个互斥的类型， 为将其引入模型中，则需要引入虚拟变量个数为,例题如
虚拟解释变量的回归,设定模型为Yi=a+bD+rX+u，若D=1(北方) D=2(南方)，如果统计检验表明a1统计显著，则北方的消费函数与南方的消费函数是,例题如
虚拟解释变量的回归,在虚拟变量模型中存在着不同属性斜率不同的情况，是因为,例题如
虚拟解释变量的回归,"设某计量经济模型为：Ti=A+bDi+ui,其中Yi为大学教授年薪，Di=1(男教授) 0(女教授)，如果统计检验表明参数显著不为零，那么表明",例题如
虚拟解释变量的回归,对于分段线性回归模型yt=b0+b1x1+b2(xt-x*)D+ut，哪个参数的显著性决定了是否存在分段的情况,例题如
虚拟解释变量的回归,个人文化支出的计量经济模型为：Yi=a1+a2d2i+biXi+BDiXi+ui，其中Yi为文化年度支出；Xi为个人年度收入；虚拟变量D2i=1（本科及以上） 0（其他）。 ui满足古典假定。则关于交乘项B2系数的说法正确的是,例题如
虚拟解释变量的回归,考虑大学教授薪金影响因素，其中Yi大学教授年薪，Xi是教龄，D2i如果海归博士拥有明显更丰厚的薪资，那么以下更合适的模型是（   ）,例题如
虚拟解释变量的回归,"求Q与收入I和价格P是线性关系：Qt=a0+a1It-a2Pt+ut,，如果在p>=p0和p<=p0时,对Q的影响有显著差异，则如何修正以上模型",例题如
虚拟变量的基本概念,如果属性变量“非此即彼”，以下说法正确的有,例题如
虚拟变量的基本概念,在利用月度数据构建计量经济模型时，如果一年里的 1.  3. 5. 9 四个月表现出季节模式，则应该引入虚拟变量个数为,例题如
虚拟解释变量的回归,"薪金回归方程：Yi=a1+a2D2i+a3D3i+a4D2iD3i+Bi+ui,其中Yi是小时工资，Xi是读书年数，D2i=1(女性) 0(其他),D3i=1(非白人非西班牙裔) 0(其他)，所有系数显著，下列说法正确的有",例题如
虚拟解释变量的回归," 以2008年为转折点，对1990-2019年中国储蓄和收入关系分别建模，模型如下：Yi=a1+B1Xi+u1i,Yi=a2+B2Xi+u2i,下列说法正确的有",例题如
虚拟变量的基本概念,（判断分析题）虚拟变量陷阱是指由于设置虚拟变量错误而引发估计结果误差的意思。,例题如
虚拟解释变量的回归,"（判断分析题）用一组数据做研究时建立模型Yi=a1+a2Di+BXi+ui,Y为教授的年薪。D为性别虚拟变量，X为从教年限。原则上D只能取0和1，即对男性取值为1，女性取值为0。因此，若D对男性取值为-1，对女性取值为1，男女平均薪水的差别会发生变化。",例题如
虚拟解释变量的回归,（简答题）虚拟变量引入的方式及每种方式的作用是什么？,例题如
虚拟解释变量的回归,（简答题）根据某种商品销售量和个人收入的季度数据建立如下模型：Yt=b1+b2D1t+b3D2t+b4D3t+b5D4t+b6Xt+ut其中，定义虚拟变量Dit为第i季度时其数值取1，其余为0。这时会发生什么问题，参数是否能够用最小二乘法进行估计？,例题如
